"","EXER_AMT","AGE_TYPE","RENT_HR","RENT_TYPE","park","holiday","RENT_SPOT","GENDER_CD","USE_CNT","CARBON_AMT","MOVE_TIME"
"927",11.02,"2","1","1","0","0","2","0","1",0.13,4
"928",83.21,"3","2","1","0","1","2","1","1",0.72,42
"929",62.67,"1","4","0","0","1","1","1","1",0.49,21
"930",46.86,"5","3","1","1","1","1","0","1",0.39,110
"931",87.56,"3","1","1","0","0","3","1","0",0.71,22
"932",60.66,"4","2","1","0","0","2","1","1",0.61,70
"933",13.13,"2","2","1","0","0","1","0","1",0.12,5
"934",60.14,"3","3","0","1","1","1","0","1",0.66,64
"935",272.04,"3","4","1","1","0","2","0","0",2.98,86
"936",439.88,"4","5","1","1","0","1","1","0",3.62,77
"937",39.86,"2","2","1","0","1","3","0","1",0.38,12
"938",47.67,"3","2","1","0","0","2","0","1",0.56,21
"939",68.75,"2","5","1","1","1","1","0","1",1.01,37
"940",26.23,"3","6","1","1","1","1","1","1",0.21,7
"941",896.94,"3","5","1","1","0","2","1","1",5.25,69
"942",752.98,"5","3","1","1","0","1","1","1",5.13,103
"943",27.71,"2","4","0","1","1","2","0","1",0.3,70
"944",20.4,"2","5","1","0","0","3","0","1",0.26,8
"945",249.19,"4","1","1","1","0","3","1","1",2.12,35
"946",394.59,"2","4","0","1","1","1","1","1",3.56,99
"947",298.24,"2","5","1","1","0","2","0","1",3.64,112
"948",221.55,"5","5","1","1","0","2","0","1",2.55,95
"949",23.5,"2","4","1","1","1","2","1","0",0.22,7
"950",297.25,"5","4","1","1","0","1","1","0",2.93,87
"951",17.23,"3","2","1","0","1","3","1","1",0.13,3
"952",45.34,"4","1","1","0","0","3","1","0",0.31,6
"953",12.66,"2","5","0","1","0","3","1","1",0.11,46
"954",138.74,"2","4","0","0","1","1","1","1",1.25,44
"955",163.19,"4","3","1","1","0","2","0","1",1.47,103
"956",35.8,"5","2","1","1","0","3","1","1",0.26,15
"957",229.52,"4","4","1","0","0","2","0","1",2.24,61
"958",49.84,"4","5","0","0","1","3","1","1",0.45,15
"959",85.82,"3","3","0","1","1","1","1","1",0.7,20
"960",40.5,"4","4","0","0","1","1","1","1",0.37,20
"961",197.85,"2","4","1","1","0","2","1","0",1.9,45
"962",19.86,"3","1","1","1","0","2","1","1",0.18,5
"963",299.35,"3","4","0","1","1","2","0","1",3.19,64
"964",51.47,"2","6","0","1","1","2","0","1",0.59,17
"965",23.43,"2","4","1","1","1","2","1","1",0.2,5
"966",29.7,"2","6","0","0","0","3","0","1",0.23,8
"967",20.79,"2","5","1","0","0","3","0","1",0.17,4
"968",45.05,"3","1","1","0","0","1","0","1",0.41,17
"969",93.66,"4","5","1","0","1","2","1","1",0.75,21
"970",85.63,"5","3","1","1","1","2","0","1",1,27
"971",76.64,"3","6","1","1","0","1","0","1",0.69,16
"972",146.71,"3","1","1","0","1","2","0","1",1.43,69
"973",202.24,"5","5","1","1","0","1","1","1",1.82,37
"974",8.45,"5","5","1","1","1","2","1","1",0.07,3
"975",44.24,"4","1","1","0","0","3","1","1",0.34,7
"976",321.84,"2","6","0","1","0","2","0","1",2.9,64
"977",47.14,"2","3","1","0","0","3","0","1",0.42,12
"978",298.75,"3","5","1","1","1","2","0","0",3.22,178
"979",17.19,"2","4","1","0","1","3","1","1",0.14,6
"980",191.18,"2","6","0","1","1","2","1","1",1.72,54
"981",15.71,"5","2","1","0","1","3","0","1",0.16,4
"982",12.55,"5","2","1","0","1","3","1","1",0.11,2
"983",52.19,"4","1","0","0","0","1","1","1",0.41,12
"984",33.63,"2","4","1","1","0","1","1","1",0.3,13
"985",36.83,"2","2","1","0","0","2","1","1",0.29,5
"986",102.61,"5","1","1","1","1","2","0","1",0.88,45
"987",242.06,"4","4","1","0","0","3","1","1",1.58,37
"988",207.46,"2","2","1","1","0","3","0","1",1.87,132
"989",29.35,"3","4","1","0","1","2","1","1",0.2,6
"990",54.97,"2","4","1","0","0","3","0","1",0.48,20
"991",27.56,"2","2","1","1","0","2","1","1",0.27,6
"992",16.22,"2","6","1","1","1","3","0","1",0.15,3
"993",26.51,"4","4","1","0","0","3","0","1",0.24,6
"994",101,"2","5","1","1","0","1","0","0",1.09,39
"995",166.2,"2","5","1","1","0","2","0","1",1.68,63
"996",37.9,"4","3","0","1","1","2","0","1",0.38,78
"997",36.29,"2","6","1","0","0","3","1","1",0.33,10
"998",21.03,"5","2","1","1","0","1","1","1",0.14,3
"999",32.96,"4","2","1","1","0","1","1","1",0.24,8
"1000",23.76,"5","5","1","1","0","1","1","1",0.17,108
"1001",51.5,"3","3","1","1","1","1","0","1",0.6,55
"1002",326.25,"2","5","1","0","0","1","0","1",3.61,81
"1003",59.69,"2","2","0","0","0","2","0","1",0.7,26
"1004",51.51,"3","2","1","0","0","2","0","1",0.63,69
"1005",0,"2","6","1","0","1","3","0","1",0,31
"1006",44.53,"2","1","1","0","0","3","1","1",0.4,11
"1007",14.45,"2","2","1","0","0","2","1","1",0.13,3
"1008",5.92,"1","6","0","1","0","3","1","0",0.05,47
"1009",68.31,"3","3","1","1","1","1","0","1",0.8,43
"1010",73.1,"3","5","1","1","0","2","1","1",0.57,16
"1011",245.77,"5","4","1","0","0","1","1","1",2,54
"1012",15.7,"4","5","1","0","1","3","0","1",0.15,7
"1013",12.18,"3","4","1","1","1","2","0","1",0.11,3
"1014",330.42,"3","4","1","1","1","2","0","0",3.44,90
"1015",348.1,"4","5","1","0","0","1","1","1",2.61,44
"1016",34.06,"5","4","1","0","1","3","0","1",0.4,29
"1017",159.59,"2","1","1","0","0","2","1","1",1.44,43
"1018",73.67,"4","3","0","1","0","2","0","1",0.65,16
"1019",744.58,"3","3","0","1","1","2","1","1",5.82,110
"1020",116.98,"2","4","1","1","0","2","1","1",0.98,99
"1021",68.98,"2","5","1","0","1","3","1","0",0.6,37
"1022",111.29,"3","1","1","1","0","3","1","0",0.94,19
"1023",20.43,"1","1","1","0","0","3","1","1",0.21,6
"1024",104.14,"4","1","1","0","0","1","0","1",1.13,23
"1025",75.2,"2","5","1","1","0","2","0","1",0.79,35
"1026",17.37,"2","4","1","0","1","3","1","1",0.17,7
"1027",191.52,"3","3","1","1","0","2","1","1",1.34,33
"1028",73.69,"4","3","0","0","1","2","1","1",0.66,23
"1029",11.98,"3","5","1","1","0","2","0","1",0.13,4
"1030",33.32,"2","5","1","0","1","3","1","1",0.33,9
"1031",63.65,"3","3","0","1","0","1","0","1",0.68,35
"1032",21.16,"2","6","1","1","0","2","0","1",0.23,7
"1033",145.95,"3","3","1","0","0","2","1","1",1.32,31
"1034",89.45,"5","4","1","1","0","2","0","1",0.92,21
"1035",25.09,"4","3","1","0","1","3","1","1",0.2,7
"1036",66.28,"3","6","1","1","0","1","0","1",0.78,29
"1037",4.63,"5","2","0","0","0","3","0","1",0.05,1
"1038",13.34,"3","3","1","0","1","2","1","1",0.12,4
"1039",62.57,"4","4","1","1","0","3","0","1",0.56,16
"1040",23.2,"2","3","1","1","1","2","1","1",0.21,6
"1041",114.01,"5","3","1","1","0","2","0","1",1.28,26
"1042",171.08,"2","3","1","0","0","3","0","1",1.54,31
"1043",34.51,"3","2","1","1","1","2","0","0",0.34,9
"1044",27.38,"4","3","1","1","0","1","1","1",0.25,16
"1045",229.86,"2","4","0","1","1","2","0","1",2.07,55
"1046",249.13,"4","5","1","0","0","3","0","1",1.82,47
"1047",24.85,"4","4","1","1","0","1","0","1",0.29,9
"1048",95.8,"3","6","1","0","1","1","1","1",0.78,21
"1049",234.96,"4","2","1","1","1","1","0","1",2.37,48
"1050",190.67,"4","3","1","1","1","1","1","1",1.26,25
"1051",221.15,"3","4","0","1","0","2","1","1",1.52,34
"1052",161.75,"4","6","0","1","0","2","1","0",1.41,73
"1053",12.96,"2","2","1","0","0","3","1","1",0.12,5
"1054",188.98,"1","6","0","1","1","3","0","1",2.26,46
"1055",164.93,"3","3","0","0","1","1","0","1",1.61,44
"1056",52.07,"3","2","1","1","1","1","0","1",0.61,16
"1057",11.17,"2","1","1","0","1","3","1","1",0.11,2
"1058",162.71,"5","4","1","0","1","2","1","1",1.32,62
"1059",154.08,"3","1","0","0","0","3","1","1",1.2,27
"1060",44.7,"3","2","1","1","0","1","1","1",0.32,29
"1061",320.05,"3","5","0","0","1","2","0","1",3.13,82
"1062",50.01,"5","2","1","0","0","2","1","1",0.38,12
"1063",35.84,"2","6","0","1","1","1","0","1",0.32,55
"1064",73.46,"5","5","1","1","1","1","1","1",0.61,18
"1065",75.75,"2","2","0","0","1","1","1","1",0.68,41
"1066",33.84,"3","3","1","0","0","3","0","1",0.31,10
"1067",35.93,"3","2","1","0","0","2","0","1",0.32,114
"1068",53.77,"2","3","1","0","0","3","0","1",0.51,11
"1069",44.81,"3","3","0","0","1","2","1","1",0.36,16
"1070",77.45,"5","2","1","1","0","1","1","1",0.59,16
"1071",177,"3","5","1","0","0","3","1","0",1.52,44
"1072",51.65,"5","2","1","1","0","2","0","1",0.56,13
"1073",128.19,"3","5","0","1","1","2","0","1",1.16,54
"1074",141.57,"1","2","0","1","1","2","1","1",1.28,39
"1075",160.22,"3","5","0","0","1","2","1","1",1.34,56
"1076",216.79,"3","5","1","1","0","2","1","0",1.89,55
"1077",190.23,"5","2","0","0","1","1","0","0",1.71,71
"1078",97.82,"4","3","1","1","0","2","0","1",0.76,17
"1079",21.43,"5","4","1","0","1","3","0","1",0.22,6
"1080",9.31,"3","2","1","1","0","1","0","1",0.11,4
"1081",47.83,"3","2","1","1","0","3","1","1",0.43,9
"1082",16.47,"5","4","1","0","0","3","0","1",0.15,9
"1083",103.81,"2","6","0","0","1","3","0","1",1.19,50
"1084",53.15,"3","4","1","1","0","1","0","1",0.54,19
"1085",44.48,"2","4","1","1","0","3","0","1",0.55,11
"1086",19.39,"4","3","1","0","1","1","1","1",0.16,3
"1087",260.27,"4","4","0","1","1","2","1","1",1.98,99
"1088",307.88,"4","4","1","1","1","2","1","1",2.4,63
"1089",93.63,"2","4","0","0","1","3","0","1",0.84,31
"1090",41.18,"3","3","0","0","0","2","0","1",0.48,12
"1091",46.96,"2","6","0","1","1","1","1","1",0.42,17
"1092",197.09,"3","4","1","0","0","3","1","0",1.56,47
"1093",58.14,"5","3","0","1","0","1","0","1",0.59,97
"1094",58.62,"5","3","1","1","0","3","1","1",0.48,22
"1095",93.86,"4","4","0","1","1","1","0","1",0.85,51
"1096",52.15,"3","1","1","1","0","2","1","0",0.4,12
"1097",83.52,"3","3","1","1","0","3","0","1",0.84,21
"1098",195.92,"4","2","1","0","1","3","0","1",2.01,64
"1099",34.39,"4","5","1","0","0","3","1","1",0.23,9
"1100",193.75,"2","5","1","0","1","3","0","1",2.42,79
"1101",16.82,"5","1","1","0","0","3","1","1",0.11,5
"1102",25.49,"4","2","1","0","1","1","0","1",0.26,65
"1103",265.59,"3","5","0","1","1","2","1","1",1.56,83
"1104",139.04,"5","3","1","0","0","3","0","1",1.07,21
"1105",584.09,"3","5","0","1","1","1","0","0",6.34,160
"1106",38.24,"4","1","1","0","0","3","1","1",0.34,7
"1107",16.83,"3","5","1","1","1","2","1","1",0.15,4
"1108",337.3,"4","2","1","0","1","3","1","1",2.53,46
"1109",46.79,"2","3","1","0","1","3","0","1",0.39,12
"1110",247.67,"3","5","1","0","0","2","1","0",1.97,77
"1111",84.73,"3","3","1","0","1","2","1","0",0.75,28
"1112",100.71,"4","1","1","0","0","3","1","1",0.75,19
"1113",3.09,"3","4","0","1","1","1","1","1",0.03,48
"1114",610.51,"4","5","1","0","0","2","1","0",4.69,109
"1115",384.14,"3","5","1","1","0","2","1","1",3.04,65
"1116",148.38,"3","3","0","1","1","2","0","1",0.98,64
"1117",185.19,"3","3","0","1","0","1","0","0",2.05,128
"1118",280.96,"4","4","1","1","1","1","0","1",3.29,75
"1119",11.29,"5","5","1","0","1","3","1","1",0.1,5
"1120",13.78,"2","1","1","0","0","1","1","1",0.13,2
"1121",20.52,"2","4","0","0","1","3","0","0",0.23,11
"1122",48.09,"3","2","0","1","1","1","0","1",0.61,48
"1123",77.53,"3","5","1","1","0","1","0","1",0.83,70
"1124",92.53,"3","4","0","1","1","1","1","1",0.6,46
"1125",71.26,"3","5","1","1","0","2","0","0",0.87,32
"1126",116.83,"4","4","1","1","1","1","1","0",0.86,40
"1127",69.87,"3","3","1","0","1","3","0","1",0.63,36
"1128",186.87,"2","3","1","1","0","1","0","1",1.68,47
"1129",217.98,"1","4","0","1","1","2","1","0",1.92,58
"1130",127.97,"2","5","0","0","0","3","0","1",1.15,61
"1131",106.73,"2","4","0","1","1","2","1","1",0.99,104
"1132",86.64,"2","1","1","1","0","3","0","0",0.8,19
"1133",34.29,"2","2","1","1","1","2","0","0",0.37,13
"1134",56.58,"4","4","0","1","0","1","1","1",0.4,13
"1135",332.7,"5","4","1","1","0","1","1","1",3.3,37
"1136",22.39,"2","2","1","0","0","3","1","1",0.2,5
"1137",365.23,"2","5","1","1","0","3","0","0",2.92,81
"1138",76.35,"5","4","0","1","1","2","1","1",0.75,55
"1139",1066.29,"5","3","1","1","0","1","1","1",7.26,105
"1140",313.37,"3","4","0","0","0","1","1","1",2.16,51
"1141",60.45,"5","5","1","1","1","2","1","1",0.49,16
"1142",329.18,"2","5","0","1","1","2","0","0",3.22,173
"1143",95.52,"3","6","1","1","1","2","0","1",0.93,29
"1144",181.28,"5","3","1","0","1","3","0","1",2.26,75
"1145",58.94,"2","6","1","1","1","3","1","1",0.53,8
"1146",23.89,"2","4","1","0","1","3","0","0",0.23,5
"1147",155.37,"3","3","1","0","0","3","0","1",1.6,38
"1148",72.59,"3","5","1","0","1","1","0","1",0.65,14
"1149",7.72,"3","4","0","1","1","1","0","1",0.07,22
"1150",11.74,"3","4","1","1","1","2","1","1",0.09,2
"1151",154.26,"2","4","1","0","0","2","1","0",1.07,20
"1152",24.45,"2","6","1","0","0","3","1","1",0.22,6
"1153",32.88,"3","6","1","0","0","2","0","1",0.4,11
"1154",641.07,"2","5","1","0","0","1","1","0",4.91,93
"1155",51.8,"2","1","1","0","1","3","1","1",0.43,11
"1156",204.72,"3","4","1","0","0","2","0","0",1.85,36
"1157",57.92,"3","3","0","1","0","3","0","1",0.52,16
"1158",707.41,"5","4","0","1","1","1","1","0",4.87,122
"1159",73.51,"5","3","1","1","0","2","0","0",0.8,33
"1160",97.89,"5","3","1","1","1","2","1","1",0.86,41
"1161",21.55,"2","3","0","0","0","3","0","1",0.26,12
"1162",41.03,"2","4","0","1","1","3","1","1",0.32,37
"1163",15.96,"3","2","1","0","0","2","1","1",0.14,2
"1164",264.37,"2","5","1","1","0","1","1","0",2.36,59
"1165",2.36,"4","5","1","0","1","3","1","1",0.02,0
"1166",141.67,"2","5","1","0","0","2","1","1",1.11,13
"1167",59.09,"5","4","1","1","1","1","1","1",0.5,12
"1168",119.69,"5","2","1","1","1","2","0","1",1.08,45
"1169",127.71,"5","2","0","1","1","1","1","1",1,56
"1170",152.56,"3","5","0","1","1","1","0","1",1.79,55
"1171",71.29,"3","6","1","1","1","2","1","1",0.46,24
"1172",234.93,"2","6","1","1","0","2","0","0",2.23,78
"1173",14.65,"5","4","1","0","0","3","1","1",0.14,7
"1174",80.31,"3","5","0","1","1","1","1","1",0.69,23
"1175",115.2,"4","5","1","0","0","1","1","0",0.94,30
"1176",26.41,"2","1","1","1","0","2","1","1",0.13,4
"1177",43.58,"5","4","1","0","1","3","1","1",0.39,17
"1178",27.88,"3","2","1","0","1","3","1","1",0.19,34
"1179",64.41,"2","3","0","0","0","3","1","0",0.54,22
"1180",24.37,"1","5","1","1","0","2","1","1",0.15,7
"1181",98.34,"3","6","1","0","0","2","1","1",0.72,24
"1182",14.62,"4","3","1","1","0","2","1","1",0.1,4
"1183",26.77,"4","3","1","0","1","3","1","1",0.24,8
"1184",356.4,"2","5","0","1","1","1","1","0",2.99,75
"1185",56.22,"3","5","1","0","1","2","1","1",0.42,12
"1186",86.39,"5","4","1","1","1","3","1","1",0.9,21
"1187",17.52,"4","3","1","0","0","3","1","1",0.14,3
"1188",42.73,"4","1","1","0","0","3","1","1",0.33,14
"1189",111.73,"3","1","1","1","1","2","1","1",0.82,36
"1190",0,"2","6","0","1","1","1","0","1",0,55
"1191",479.48,"2","4","1","1","0","2","1","0",4.02,147
"1192",512.66,"4","3","1","1","0","1","1","0",3.64,69
"1193",35.46,"5","2","1","0","0","3","1","1",0.28,8
"1194",44.09,"2","6","1","1","1","2","1","0",0.4,11
"1195",71.68,"2","3","0","1","0","1","0","1",0.65,82
"1196",20.91,"3","4","1","1","1","1","1","1",0.13,98
"1197",56.99,"5","4","1","0","0","3","0","1",0.6,34
"1198",39.06,"2","3","1","0","1","2","1","1",0.32,8
"1199",20.56,"4","3","0","1","1","1","0","0",2.01,90
"1200",68.9,"5","1","1","1","1","2","1","1",0.67,32
"1201",37.35,"2","4","0","1","0","1","0","0",0.36,38
"1202",110.15,"4","2","1","1","1","1","1","1",1.06,29
"1203",37.82,"5","4","1","0","0","1","0","1",0.37,12
"1204",52.95,"3","1","1","1","1","1","0","1",0.48,17
"1205",27.8,"4","6","1","1","0","2","1","1",0.18,5
"1206",145,"4","2","1","0","1","3","0","1",1.31,72
"1207",216.99,"2","3","1","1","1","2","0","1",1.96,59
"1208",125.32,"4","5","0","1","1","1","0","1",1.13,77
"1209",444.56,"3","6","0","1","1","3","1","0",4.21,129
"1210",27.28,"5","3","1","0","0","3","1","1",0.25,7
"1211",101.4,"3","1","1","0","0","3","1","0",0.79,17
"1212",49.42,"1","6","1","1","1","2","1","1",0.48,29
"1213",131.82,"1","5","0","1","1","1","0","1",1.61,60
"1214",279.29,"3","4","0","0","1","1","0","0",2.54,209
"1215",51.32,"4","4","1","1","0","3","1","1",0.38,12
"1216",101.46,"5","5","1","0","1","3","0","1",0.97,23
"1217",113.59,"2","4","0","1","1","1","0","1",1.02,25
"1218",15.46,"4","1","1","0","1","3","0","1",0.17,11
"1219",11.89,"3","3","1","1","0","1","1","1",0.1,2
"1220",53.52,"4","4","1","0","0","3","0","1",0.59,44
"1221",60.49,"2","1","1","1","0","3","1","1",0.55,8
"1222",82.08,"2","5","1","0","0","3","1","1",0.59,16
"1223",0,"2","6","0","1","1","1","1","1",0,31
"1224",216.22,"4","4","1","1","1","2","0","1",1.95,91
"1225",154.04,"4","4","1","0","0","2","1","0",1.09,52
"1226",115.32,"2","3","1","0","0","3","1","1",0.84,32
"1227",79.43,"3","3","1","1","0","2","0","0",0.84,21
"1228",52.16,"4","5","1","0","0","3","0","1",0.41,9
"1229",78.83,"2","5","0","0","0","2","0","1",0.86,53
"1230",77.9,"3","4","1","1","0","1","0","0",0.93,19
"1231",104.08,"3","6","1","1","0","2","1","0",0.94,55
"1232",38.37,"3","1","0","1","1","2","1","1",0.39,14
"1233",12.34,"3","1","1","0","0","2","1","1",0.09,2
"1234",66.96,"4","1","1","0","0","2","1","0",0.46,13
"1235",27.03,"2","5","1","0","0","3","1","1",0.21,6
"1236",159.1,"2","5","0","0","0","2","0","1",1.31,48
"1237",207.98,"4","5","0","1","1","2","0","1",1.87,85
"1238",35.01,"3","6","1","1","0","1","0","1",0.32,7
"1239",155.23,"2","6","1","1","1","2","1","1",1.3,29
"1240",68.95,"2","5","0","1","0","3","0","1",0.81,23
"1241",23.76,"2","2","1","1","0","2","0","1",0.26,7
"1242",114.33,"2","5","0","0","1","3","1","1",0.84,40
"1243",39.41,"3","5","1","0","0","2","1","1",0.29,6
"1244",14.57,"2","1","1","1","0","2","0","1",0.16,5
"1245",44.35,"3","6","1","0","0","3","0","1",0.52,14
"1246",108.67,"4","6","1","0","1","2","0","1",1.41,40
"1247",58.61,"4","1","1","0","0","3","0","1",0.76,17
"1248",314.19,"2","5","1","1","1","2","1","0",2.37,83
"1249",268.77,"3","5","1","1","1","1","0","1",2.42,59
"1250",80.78,"2","6","1","1","0","2","1","1",0.56,11
"1251",4.34,"2","4","1","0","0","3","1","1",0.05,3
"1252",293.13,"1","5","1","1","1","1","1","1",2.35,52
"1253",110.87,"2","3","0","0","1","1","0","0",1.06,61
"1254",34.42,"3","2","1","0","1","3","1","1",0.31,14
"1255",158.79,"5","1","1","0","0","3","0","1",1.43,43
"1256",52.27,"5","6","1","0","1","3","1","1",0.41,23
"1257",251.99,"3","4","0","1","1","1","0","0",2.23,106
"1258",67.49,"1","3","1","0","1","3","1","1",0.69,32
"1259",145.53,"3","3","1","1","0","2","1","1",0.9,22
"1260",156.06,"4","6","1","0","0","3","1","1",1.31,51
"1261",232.61,"5","4","1","1","1","1","0","0",2.31,109
"1262",79.41,"3","1","1","1","0","2","1","0",0.6,18
"1263",0,"5","3","0","0","0","3","0","1",0,1
"1264",64.86,"5","4","1","0","1","1","0","1",0.73,32
"1265",49.88,"3","1","1","0","0","3","0","1",0.51,8
"1266",30.65,"2","1","1","0","1","3","1","1",0.3,6
"1267",84.59,"4","1","1","1","0","2","1","0",0.69,17
"1268",10.79,"5","1","0","1","1","1","0","1",0.11,42
"1269",136.6,"4","3","1","1","0","1","0","1",1.4,35
"1270",31.4,"3","6","1","1","1","2","0","1",0.28,9
"1271",263.35,"2","6","0","1","0","2","0","1",3.21,85
"1272",122,"4","4","1","0","0","2","1","1",1.1,22
"1273",48.39,"3","5","1","0","0","1","1","1",0.44,10
"1274",0,"1","3","0","0","1","1","0","1",0,2
"1275",78.8,"4","1","1","1","0","3","1","1",0.54,16
"1276",144.16,"2","3","0","0","1","3","1","1",1.3,33
"1277",40.42,"3","5","1","0","1","3","0","1",0.54,16
"1278",29.6,"2","5","1","0","0","2","0","1",0.27,11
"1279",157.22,"5","4","0","1","0","1","1","1",1.32,33
"1280",40.68,"2","4","0","0","1","1","0","1",0.5,20
"1281",105.36,"3","4","1","1","0","2","1","1",0.73,23
"1282",36.55,"3","2","1","0","1","3","1","1",0.33,6
"1283",451.37,"5","4","1","0","0","2","1","0",3.73,78
"1284",431.13,"5","2","1","1","0","1","1","1",2.66,98
"1285",16.89,"5","1","1","0","0","3","1","1",0.13,4
"1286",22.06,"2","1","1","1","0","2","0","1",0.2,4
"1287",33.24,"3","4","1","0","1","3","1","1",0.27,9
"1288",72.19,"2","6","1","1","0","2","1","1",0.51,23
"1289",282.63,"3","4","0","1","0","2","0","1",2.55,122
"1290",49.06,"4","5","1","0","1","3","1","1",0.41,40
"1291",66.67,"2","4","0","0","1","2","1","1",0.57,23
"1292",20.14,"1","3","1","0","1","1","1","1",0.2,6
"1293",130.19,"3","5","1","1","1","1","1","1",1.19,19
"1294",34.78,"1","4","0","1","1","2","1","0",0.36,31
"1295",20.38,"5","3","1","0","1","3","0","1",0.2,6
"1296",41.3,"4","6","0","1","1","1","1","1",0.28,17
"1297",38.67,"2","5","0","1","1","1","0","1",0.5,17
"1298",0,"2","2","1","0","0","1","1","1",0,2
"1299",121.71,"1","6","1","1","0","3","1","1",0.79,18
"1300",38.92,"1","4","1","0","0","1","0","1",0.47,42
"1301",73.15,"4","4","1","1","0","2","1","0",0.63,20
"1302",325.1,"2","6","0","1","1","3","1","1",2.93,62
"1303",98.19,"3","2","1","1","0","2","0","1",1.01,29
"1304",143.47,"2","5","0","1","1","2","0","0",1.47,53
"1305",9.97,"3","6","1","1","1","2","1","1",0.08,68
"1306",716.04,"3","4","1","1","0","1","1","0",5.45,124
"1307",287.48,"2","4","1","1","0","1","0","0",2.92,88
"1308",765.71,"2","5","1","0","0","3","1","1",5.75,92
"1309",97.75,"2","4","0","0","0","2","1","1",0.84,31
"1310",247.47,"3","5","1","1","0","2","0","1",2.23,53
"1311",35.12,"3","1","1","0","0","3","1","1",0.22,8
"1312",147.34,"3","3","1","0","1","1","1","1",1.11,43
"1313",33.2,"3","4","1","1","1","2","0","1",0.3,6
"1314",22.22,"2","1","1","0","1","2","0","1",0.24,5
"1315",140.68,"5","5","1","1","1","2","0","1",1.83,42
"1316",34.15,"4","5","1","0","0","2","1","1",0.27,18
"1317",205.86,"4","3","0","1","1","2","1","1",1.8,49
"1318",20.08,"3","6","1","1","1","2","0","1",0.18,8
"1319",124.98,"4","3","1","1","0","3","0","1",1.22,61
"1320",70.5,"5","2","1","0","0","3","1","1",0.59,20
"1321",18.85,"3","3","1","1","0","1","1","1",0.16,3
"1322",25.92,"4","1","1","0","0","2","1","1",0.2,4
"1323",131.41,"3","3","0","0","0","1","0","1",1.3,94
"1324",110.86,"2","5","1","0","0","3","1","1",0.87,27
"1325",80.42,"4","5","0","1","1","1","1","1",0.57,56
"1326",25.81,"3","4","1","1","1","2","1","1",0.22,7
"1327",65.7,"3","5","1","0","1","3","0","1",0.82,23
"1328",22.92,"4","5","1","0","0","3","1","1",0.19,4
"1329",103.21,"2","4","0","1","0","2","1","1",0.9,68
"1330",80.65,"2","4","0","1","1","2","1","1",0.59,21
"1331",31.15,"2","5","1","0","0","2","1","1",0.28,10
"1332",18.51,"3","3","0","1","1","2","1","1",0.15,17
"1333",380.6,"4","4","0","1","1","1","1","0",2.12,119
"1334",50.25,"4","5","1","1","1","2","1","1",0.35,21
"1335",14.71,"2","3","1","1","0","2","0","1",0.13,6
"1336",149.67,"2","4","0","0","1","3","0","1",1.46,44
"1337",113.82,"4","3","1","0","0","1","1","0",0.93,26
"1338",199.43,"2","5","0","0","1","3","1","0",1.8,142
"1339",47.32,"5","2","1","0","0","3","0","1",0.54,18
"1340",73.42,"2","6","0","1","0","2","0","1",0.72,21
"1341",170.91,"5","4","0","0","1","1","1","1",1.54,90
"1342",164.04,"2","5","1","0","1","3","0","1",1.85,37
"1343",103.59,"2","6","1","0","1","2","0","1",0.76,13
"1344",21.19,"5","4","1","0","0","2","1","1",0.16,10
"1345",65.74,"5","2","0","1","1","1","0","1",0.77,43
"1346",21.54,"4","5","0","0","0","2","1","1",0.15,8
"1347",530.29,"2","6","1","1","0","1","1","0",4.44,152
"1348",68.47,"3","4","0","1","1","1","1","1",0.42,17
"1349",41.28,"2","2","1","0","1","3","1","0",0.33,11
"1350",282.63,"3","4","1","0","0","3","1","1",1.84,40
"1351",45.29,"2","4","1","1","0","1","1","1",0.41,10
"1352",65.8,"3","4","1","0","1","2","1","1",0.41,12
"1353",8.45,"5","3","1","1","1","2","1","1",0.07,3
"1354",35.93,"5","5","1","0","1","1","1","1",0.19,4
"1355",265.89,"5","2","0","0","1","1","1","1",2.08,41
"1356",59.2,"2","5","1","1","0","1","0","1",0.53,13
"1357",58.3,"3","5","0","0","1","3","1","1",0.44,21
"1358",16.42,"3","3","1","0","0","3","1","1",0.15,5
"1359",267,"2","4","0","0","1","2","1","1",2.3,100
"1360",49.43,"2","1","1","0","0","2","1","1",0.37,9
"1361",64.57,"2","5","1","1","1","2","0","1",0.92,18
"1362",53.3,"3","3","1","1","1","1","0","0",0.53,15
"1363",118.48,"4","5","1","0","1","3","1","1",0.87,28
"1364",475.72,"3","5","1","0","1","2","1","1",3.93,96
"1365",43.78,"3","3","0","1","0","2","1","1",0.39,11
"1366",76.56,"2","2","1","0","0","3","1","0",0.6,33
"1367",19.48,"5","5","1","1","1","2","0","1",0.19,8
"1368",598.12,"3","5","1","1","0","2","1","0",4.92,225
"1369",28.4,"4","3","1","0","0","1","1","1",0.23,7
"1370",44.35,"4","4","1","1","0","1","0","1",0.46,12
"1371",13.38,"4","5","1","0","1","2","0","1",0.12,5
"1372",190.38,"3","4","0","1","1","1","0","0",1.95,100
"1373",219.46,"4","4","1","0","1","1","1","1",1.48,31
"1374",15.09,"3","3","1","0","1","2","1","1",0.13,4
"1375",0,"4","6","0","1","0","2","1","1",0,62
"1376",23.42,"5","6","1","1","1","3","1","1",0.21,55
"1377",79.54,"2","5","1","1","1","2","1","1",0.72,20
"1378",129.37,"3","5","0","0","1","2","1","1",1.15,31
